,ClosePrice,YearBuilt,OriginalListPrice,PostalCode,PropertySubType,BedroomsTotal,BathroomsTotalInteger,Latitude,Longitude,LivingArea,StoriesTotal,LotSizeSquareFeet,CloseDate,CommonWalls,Single Family Residence,Condominium,Multi,Townhouse,AppliancesYN,CoolingYN,FireplaceYN,HeatingYN,LaundryYN,ParkingYN,PatioYN,PoolPrivateYN,ViewYN,Age,CloseMonth,CloseYear,WinterIsComing,BondDate,Bond10Year
40628,1545000.0,1939.0,1450000.0,90034,Single Family Residence,3.0,3.0,34.02137800000001,-118.415682,2154.0,1.0,6029.0,2017-06-02,1,1,0,0,0,1,1,1,1,1,1,0,0,0,81.0,6,2017,0,2017-05-03,2.33
40629,2139000.0,1950.0,2195000.0,90034,Single Family Residence,5.0,4.0,34.043393,-118.389103,3364.0,2.0,5595.0,2017-09-22,1,1,0,0,0,1,1,0,1,1,1,1,0,1,70.0,9,2017,1,2017-08-23,2.17
40631,1155000.0,1932.0,1049000.0,90034,Single Family Residence,2.0,2.0,34.040356,-118.386309,1312.0,1.0,5109.0,2017-06-05,1,1,0,0,0,1,1,1,1,1,1,0,0,0,88.0,6,2017,0,2017-05-06,2.296688541140846
40633,2090000.0,1948.0,1975000.0,90034,Single Family Residence,3.0,3.0,34.040415,-118.394051,2364.0,1.0,7343.0,2017-06-22,1,1,0,0,0,1,1,1,1,1,1,1,0,0,72.0,6,2017,0,2017-05-23,2.29
40634,1350000.0,1938.0,1295000.0,90034,Single Family Residence,3.0,2.0,34.023758,-118.420632,1746.0,1.0,5991.0,2017-06-09,1,1,0,0,0,1,0,0,1,1,1,1,0,0,82.0,6,2017,0,2017-05-10,2.41
40637,2125000.0,1949.0,2499000.0,90034,Single Family Residence,4.0,3.0,34.037572999999995,-118.39708600000002,2222.0,1.0,11268.0,2017-06-20,1,1,0,0,0,1,1,1,1,1,1,1,0,0,71.0,6,2017,0,2017-05-21,2.296688541140846
40638,1200000.0,1965.0,1195000.0,90034,Single Family Residence,3.0,3.0,34.034564,-118.385912,1567.0,2.0,5744.0,2017-06-27,1,1,0,0,0,1,1,1,1,1,1,1,0,0,55.0,6,2017,0,2017-05-28,2.296688541140846
40640,1305000.0,1926.0,1359000.0,90034,Single Family Residence,3.0,2.0,34.040371,-118.390417,1684.0,1.0,4903.0,2017-06-26,1,1,0,0,0,1,1,1,1,1,0,0,0,1,94.0,6,2017,0,2017-05-27,2.296688541140846
40641,1170000.0,1949.0,1149000.0,90034,Single Family Residence,3.0,1.0,34.027698,-118.424136,1702.0,1.0,6440.0,2017-05-25,1,1,0,0,0,0,0,1,0,0,1,0,0,0,71.0,5,2017,0,2017-04-25,2.35
40643,1800000.0,1953.0,1749000.0,90034,Single Family Residence,3.0,3.0,34.034467,-118.398099,2293.0,1.0,7662.0,2017-05-01,1,1,0,0,0,1,1,1,1,1,1,1,1,1,67.0,5,2017,0,2017-04-01,2.296688541140846
40644,421135.0,1978.0,399000.0,90034,Condominium,2.0,2.0,34.031628999999995,-118.395171,824.0,2.0,13700.0,2017-07-18,0,0,1,0,0,0,1,1,1,0,0,1,0,1,42.0,7,2017,0,2017-06-18,2.296688541140846
40646,490000.0,1982.0,515000.0,90034,Condominium,2.0,2.0,34.038164,-118.377925,1033.0,2.0,10038.0,2017-06-13,0,0,1,0,0,1,1,1,1,1,1,0,0,0,38.0,6,2017,0,2017-05-14,2.296688541140846
40647,2300000.0,2014.0,2450000.0,90034,Single Family Residence,4.0,5.0,34.024811,-118.4184,3481.0,2.0,6383.0,2017-11-17,0,1,0,0,0,1,1,1,1,1,1,0,0,1,6.0,11,2017,1,2017-10-18,2.34
40648,1430000.0,1949.0,,90034,Single Family Residence,4.0,2.0,34.040878,-118.39816,1722.0,1.0,6565.0,2017-05-12,1,1,0,0,0,1,1,1,1,1,1,0,0,0,71.0,5,2017,0,2017-04-12,2.28
40649,2340000.0,1954.0,2350000.0,90034,Single Family Residence,5.0,4.0,34.044912,-118.39634,2727.0,2.0,7684.0,2017-05-30,1,1,0,0,0,1,1,1,1,1,1,0,1,1,66.0,5,2017,0,2017-04-30,2.296688541140846
40650,1000000.0,1947.0,1000000.0,90034,Single Family Residence,3.0,2.0,34.034788,-118.393416,1418.0,1.0,5670.0,2017-05-09,1,1,0,0,0,1,0,1,1,1,1,0,0,0,73.0,5,2017,0,2017-04-09,2.296688541140846
40651,1105000.0,1939.0,995000.0,90034,Single Family Residence,3.0,2.0,34.022707000000004,-118.418618,1224.0,1.0,6190.0,2017-05-04,1,1,0,0,0,1,0,0,1,1,1,0,0,0,81.0,5,2017,0,2017-04-04,2.36
40652,1215000.0,1947.0,997000.0,90034,Single Family Residence,3.0,2.0,34.035469,-118.393143,1418.0,1.0,5651.0,2017-06-09,1,1,0,0,0,0,1,1,1,1,0,0,0,0,73.0,6,2017,0,2017-05-10,2.41
40653,790000.0,1990.0,749000.0,90034,Condominium,2.0,3.0,34.027133,-118.395464,1367.0,3.0,13523.0,2017-05-05,0,0,1,0,0,1,1,1,1,0,1,0,0,1,30.0,5,2017,0,2017-04-05,2.34
40654,903000.0,1939.0,,90034,Single Family Residence,2.0,1.0,34.037202,-118.383983,1313.0,1.0,6160.0,2017-03-31,1,1,0,0,0,1,0,1,1,1,1,0,0,1,81.0,3,2017,0,2017-03-01,2.46
40656,1700000.0,1951.0,1699000.0,90034,Single Family Residence,3.0,2.0,34.041829,-118.394745,1869.0,1.0,8199.0,2017-05-12,1,1,0,0,0,1,0,1,1,1,1,0,0,1,69.0,5,2017,0,2017-04-12,2.28
40657,465000.0,1990.0,459000.0,90034,Condominium,1.0,1.0,34.024675,-118.404581,715.0,2.0,14942.0,2017-05-22,0,0,1,0,0,1,1,1,1,1,1,0,0,0,30.0,5,2017,0,2017-04-22,2.296688541140846
40658,677000.0,2008.0,649000.0,90034,Condominium,2.0,2.0,34.025355,-118.40436,1090.0,1.0,16422.0,2017-05-03,0,0,1,0,0,1,1,0,1,1,1,1,0,0,12.0,5,2017,0,2017-04-03,2.35
40659,1785000.0,1948.0,1995000.0,90034,Single Family Residence,3.0,2.0,34.039919,-118.392748,1958.0,1.0,11923.0,2017-06-28,1,1,0,0,0,1,1,1,1,1,1,0,0,1,72.0,6,2017,0,2017-05-29,1.77
40660,1500000.0,1958.0,1295000.0,90034,Single Family Residence,4.0,3.0,34.023091,-118.422876,1861.0,1.0,6814.0,2017-05-19,1,1,0,0,0,1,1,1,1,1,1,1,0,0,62.0,5,2017,0,2017-04-19,2.21
40662,1715000.0,1941.0,1649000.0,90034,Single Family Residence,3.0,2.0,34.02127,-118.421461,2038.0,1.0,6657.0,2017-04-28,0,1,0,0,0,1,1,1,1,1,1,0,0,1,79.0,4,2017,0,2017-03-29,2.39
40663,625000.0,1948.0,628000.0,90034,Single Family Residence,2.0,1.0,34.034657,-118.387592,714.0,1.0,2125.0,2017-05-22,0,1,0,0,0,0,0,0,1,1,1,0,0,0,72.0,5,2017,0,2017-04-22,2.296688541140846
40664,760000.0,1979.0,775000.0,90034,Townhouse,3.0,3.0,34.02291,-118.409278,1562.0,3.0,7479.0,2017-08-17,0,0,0,0,1,1,0,1,1,1,1,0,0,1,41.0,8,2017,0,2017-07-18,2.27
40665,2750000.0,1951.0,2735000.0,90034,Single Family Residence,4.0,3.0,34.044837,-118.395479,3588.0,2.0,9850.0,2017-04-27,1,1,0,0,0,0,1,1,1,1,1,0,1,1,69.0,4,2017,0,2017-03-28,2.42
40666,1200000.0,1941.0,1295000.0,90034,Single Family Residence,3.0,2.0,34.02831,-118.423434,1321.0,1.0,6438.0,2017-06-27,0,1,0,0,0,0,1,1,1,0,1,0,0,1,79.0,6,2017,0,2017-05-28,2.296688541140846
40668,1325000.0,1942.0,1169000.0,90034,Single Family Residence,3.0,3.0,34.034549,-118.396353,1431.0,1.0,5002.0,2017-04-21,1,1,0,0,0,1,1,1,1,1,1,1,0,0,78.0,4,2017,0,2017-03-22,2.4
40669,960000.0,1948.0,995000.0,90034,Single Family Residence,3.0,2.0,34.023855,-118.414404,1321.0,1.0,5504.0,2017-05-03,1,1,0,0,0,0,0,0,1,0,1,1,0,0,72.0,5,2017,0,2017-04-03,2.35
40670,738000.0,1929.0,,90034,Single Family Residence,2.0,1.0,34.035003,-118.386871,1001.0,1.0,3191.0,2017-03-08,1,1,0,0,0,0,0,1,1,0,0,0,0,1,91.0,3,2017,0,2017-02-06,2.42
40672,825000.0,1953.0,749000.0,90034,Single Family Residence,2.0,2.0,34.034531,-118.386229,1469.0,1.0,5125.0,2017-05-02,1,1,0,0,0,0,0,0,1,0,1,0,0,0,67.0,5,2017,0,2017-04-02,2.296688541140846
40673,626000.0,1993.0,579000.0,90034,Condominium,2.0,2.0,34.027767,-118.398545,1056.0,1.0,30428.0,2017-04-19,0,0,1,0,0,1,1,1,1,1,1,0,0,0,27.0,4,2017,0,2017-03-20,2.47
40674,778000.0,2002.0,799900.0,90034,Condominium,3.0,3.0,34.02789,-118.404081,1624.0,3.0,10384.0,2017-06-16,0,0,1,0,0,1,1,0,1,1,0,1,0,1,18.0,6,2017,0,2017-05-17,2.22
40675,1800000.0,2017.0,1750000.0,90034,Single Family Residence,5.0,6.0,34.035637,-118.387518,2853.0,2.0,5874.0,2017-04-19,1,1,0,0,0,1,1,1,1,1,1,1,0,1,3.0,4,2017,0,2017-03-20,2.47
40676,2295000.0,2017.0,2349000.0,90034,Single Family Residence,4.0,5.0,34.022572,-118.419131,3093.0,2.0,6185.0,2017-06-12,0,1,0,0,0,1,1,1,1,1,1,0,0,1,3.0,6,2017,0,2017-05-13,2.296688541140846
40677,500000.0,1961.0,465000.0,90034,Condominium,3.0,2.0,34.025671,-118.426508,1248.0,1.0,60634.0,2017-06-23,0,0,1,0,0,1,0,0,1,1,1,0,1,0,59.0,6,2017,0,2017-05-24,2.26
40678,1200000.0,1996.0,1250000.0,90034,Single Family Residence,3.0,3.0,34.032647999999995,-118.380955,1724.0,1.0,5656.0,2017-05-12,0,1,0,0,0,0,0,1,1,1,1,0,0,0,24.0,5,2017,0,2017-04-12,2.28
40680,1350000.0,1949.0,1349000.0,90034,Single Family Residence,3.0,2.0,34.042932,-118.387495,1842.0,1.0,6090.0,2017-04-14,1,1,0,0,0,1,0,1,1,1,1,0,0,0,71.0,4,2017,0,2017-03-15,2.51
40681,1275000.0,1953.0,1295000.0,90034,Single Family Residence,3.0,2.0,34.032183,-118.400747,1928.0,1.0,5736.0,2017-04-11,0,1,0,0,0,1,0,1,1,1,0,0,0,0,67.0,4,2017,0,2017-03-12,2.296688541140846
40682,1600000.0,1948.0,1599000.0,90034,Single Family Residence,3.0,2.0,34.040888,-118.391697,2208.0,1.0,7150.0,2017-05-04,0,1,0,0,0,1,1,1,1,1,1,1,1,1,72.0,5,2017,0,2017-04-04,2.36
40683,2250000.0,2017.0,2395000.0,90034,Single Family Residence,5.0,6.0,34.036605,-118.393662,3354.0,1.0,6709.0,2017-06-28,0,1,0,0,0,1,1,1,1,1,1,1,0,0,3.0,6,2017,0,2017-05-29,1.77
40684,607000.0,1972.0,549000.0,90034,Condominium,2.0,2.0,34.026016,-118.400628,1210.0,2.0,4305.0,2017-03-31,0,0,1,0,0,1,0,1,1,1,1,0,0,0,48.0,3,2017,0,2017-03-01,2.46
40685,705000.0,1981.0,735000.0,90034,Condominium,2.0,3.0,34.023469,-118.408827,1364.0,2.0,7501.0,2017-05-16,0,0,1,0,0,1,1,1,1,0,0,0,0,0,39.0,5,2017,0,2017-04-16,2.296688541140846
40686,2050000.0,2013.0,2149000.0,90034,Single Family Residence,4.0,5.0,34.02949,-118.421047,2780.0,1.0,5256.0,2017-04-04,1,1,0,0,0,1,1,1,1,1,1,1,0,0,7.0,4,2017,0,2017-03-05,2.296688541140846
40687,1167000.0,1941.0,1175000.0,90034,Single Family Residence,3.0,2.0,34.023547,-118.414992,1473.0,2.0,4917.0,2017-05-02,1,1,0,0,0,1,1,0,1,1,1,0,0,1,79.0,5,2017,0,2017-04-02,2.296688541140846
40688,1100000.0,1928.0,995000.0,90034,Single Family Residence,2.0,2.0,34.037803000000004,-118.391063,1224.0,1.0,5000.0,2017-06-01,1,1,0,0,0,0,1,1,0,1,1,0,0,1,92.0,6,2017,0,2017-05-02,2.29
40689,735000.0,2003.0,699000.0,90034,Condominium,2.0,3.0,34.032384,-118.393291,1254.0,2.0,7900.0,2017-03-29,0,0,1,0,0,1,1,1,1,1,1,0,0,0,17.0,3,2017,0,2017-02-27,2.36
40690,1705000.0,1948.0,1518000.0,90034,Single Family Residence,5.0,4.0,34.039276,-118.393406,2571.0,1.0,9071.0,2017-05-04,1,1,0,0,0,1,0,1,1,1,1,0,1,1,72.0,5,2017,0,2017-04-04,2.36
40691,990000.0,1951.0,919000.0,90034,Single Family Residence,3.0,1.0,34.026052,-118.425942,1168.0,1.0,5500.0,2017-03-13,1,1,0,0,0,0,0,1,1,0,1,1,0,0,69.0,3,2017,0,2017-02-11,2.296688541140846
40692,1887000.0,1962.0,1895000.0,90034,Single Family Residence,3.0,3.0,34.039037,-118.396039,2467.0,1.0,8400.0,2017-04-19,1,1,0,0,0,1,1,1,1,1,1,0,0,1,58.0,4,2017,0,2017-03-20,2.47
40694,820000.0,1942.0,909000.0,90034,Single Family Residence,3.0,2.0,34.040632,-118.375995,1666.0,1.0,6114.0,2017-03-24,0,1,0,0,0,1,1,1,1,1,1,1,0,0,78.0,3,2017,0,2017-02-22,2.42
40695,790000.0,1916.0,749000.0,90034,Single Family Residence,1.0,1.0,34.018762,-118.416301,824.0,1.0,4667.0,2017-04-21,1,1,0,0,0,0,0,0,1,1,1,0,0,0,104.0,4,2017,0,2017-03-22,2.4
40696,625000.0,1947.0,699000.0,90034,Single Family Residence,2.0,2.0,34.039877000000004,-118.38242,776.0,1.0,2159.0,2017-05-16,1,1,0,0,0,1,1,0,0,1,1,1,0,1,73.0,5,2017,0,2017-04-16,2.296688541140846
40697,900000.0,1929.0,825000.0,90034,Single Family Residence,2.0,1.0,34.03903,-118.386658,1084.0,1.0,5000.0,2017-03-09,1,1,0,0,0,0,1,1,1,1,1,0,0,0,91.0,3,2017,0,2017-02-07,2.4
40699,620000.0,1937.0,619000.0,90034,Single Family Residence,2.0,1.0,34.040713000000004,-118.379511,952.0,1.0,2475.0,2017-03-17,1,1,0,0,0,1,0,0,0,1,0,0,0,0,83.0,3,2017,0,2017-02-15,2.51
40700,1150000.0,1926.0,899000.0,90034,Single Family Residence,3.0,3.0,34.031009000000005,-118.388844,2689.0,2.0,5160.0,2017-03-28,1,1,0,0,0,1,1,1,1,1,1,1,0,1,94.0,3,2017,0,2017-02-26,2.296688541140846
40701,1065000.0,1948.0,,90034,Single Family Residence,3.0,2.0,34.039416,-118.39179,1593.0,1.0,6201.0,2017-02-09,1,1,0,0,0,1,0,1,1,1,1,0,0,0,72.0,2,2017,1,2017-01-10,2.38
40702,620000.0,1989.0,599000.0,90034,Condominium,2.0,2.0,34.027351,-118.403452,1180.0,3.0,37865.0,2017-03-02,0,0,1,0,0,1,1,1,1,1,1,0,1,1,31.0,3,2017,0,2017-01-31,2.45
40703,567000.0,1978.0,549000.0,90034,Condominium,2.0,1.0,34.025271999999994,-118.413415,1077.0,1.0,10011.0,2017-02-24,0,0,1,0,0,1,0,1,1,1,0,0,0,0,42.0,2,2017,1,2017-01-25,2.53
40704,1950000.0,1947.0,2237000.0,90034,Single Family Residence,4.0,4.0,34.020414,-118.418019,2805.0,2.0,5678.0,2017-05-11,1,1,0,0,0,1,1,0,1,1,1,1,0,1,73.0,5,2017,0,2017-04-11,2.32
40705,585000.0,1980.0,579000.0,90034,Condominium,2.0,2.0,34.029952,-118.41526,1070.0,3.0,17015.0,2017-02-23,0,0,1,0,0,1,1,1,1,1,1,1,0,0,40.0,2,2017,1,2017-01-24,2.47
40706,1950000.0,1949.0,2250000.0,90034,Single Family Residence,3.0,4.0,34.043705,-118.39555,2327.0,1.0,7877.0,2017-04-27,1,1,0,0,0,1,1,1,1,1,1,1,0,0,71.0,4,2017,0,2017-03-28,2.42
40710,1350000.0,1941.0,1399995.0,90034,Single Family Residence,4.0,2.0,34.035475,-118.396607,2112.0,2.0,4931.0,2017-04-06,1,1,0,0,0,0,0,1,1,1,1,0,0,1,79.0,4,2017,0,2017-03-07,2.52
40712,659000.0,2005.0,674000.0,90034,Condominium,2.0,2.0,34.021629,-118.422404,1060.0,1.0,16860.0,2017-03-17,0,0,1,0,0,1,1,1,1,1,1,1,0,1,15.0,3,2017,0,2017-02-15,2.51
40713,682000.0,1993.0,649000.0,90034,Condominium,2.0,2.0,34.027767,-118.398545,1031.0,1.0,30428.0,2017-02-28,0,0,1,0,0,1,1,1,1,1,0,1,0,0,27.0,2,2017,1,2017-01-29,2.296688541140846
40714,890000.0,1937.0,799000.0,90034,Single Family Residence,4.0,2.0,34.039637,-118.383258,1466.0,1.0,5543.0,2017-02-14,1,1,0,0,0,1,0,1,1,1,1,1,0,1,83.0,2,2017,1,2017-01-15,2.296688541140846
40715,2365000.0,1948.0,2995000.0,90034,Single Family Residence,4.0,4.0,34.04622,-118.397782,2938.0,1.0,14594.0,2017-06-30,1,1,0,0,0,1,1,1,1,1,1,1,1,1,72.0,6,2017,0,2017-05-31,2.21
40716,662500.0,1975.0,599000.0,90034,Condominium,3.0,2.0,34.020508,-118.411368,1173.0,2.0,14875.0,2017-02-16,0,0,1,0,0,1,1,1,1,1,1,0,0,1,45.0,2,2017,1,2017-01-17,2.33
40718,1655552.0,2016.0,1610000.0,90034,Single Family Residence,5.0,3.0,34.041478000000005,-118.371716,2894.0,2.0,5000.0,2017-05-29,1,1,0,0,0,1,1,1,1,1,1,1,0,1,4.0,5,2017,0,2017-04-29,2.296688541140846
40719,1562500.0,1936.0,1599000.0,90034,Single Family Residence,4.0,4.0,34.035128,-118.398008,2640.0,2.0,6165.0,2017-02-28,1,1,0,0,0,1,1,1,1,1,1,1,0,0,84.0,2,2017,1,2017-01-29,2.296688541140846
40720,2072500.0,1949.0,2095000.0,90034,Single Family Residence,4.0,3.0,34.042893,-118.397381,2813.0,1.0,10200.0,2017-04-28,0,1,0,0,0,1,1,1,1,1,1,0,0,0,71.0,4,2017,0,2017-03-29,2.39
40721,899000.0,1930.0,860000.0,90034,Single Family Residence,2.0,1.0,34.039741,-118.38575,1131.0,1.0,5000.0,2017-01-18,1,1,0,0,0,1,0,1,1,1,1,0,0,0,90.0,1,2017,1,2016-12-19,2.54
40722,959000.0,1939.0,959000.0,90034,Single Family Residence,2.0,2.0,34.020364,-118.417401,954.0,1.0,6189.0,2017-02-22,1,1,0,0,0,1,0,0,0,1,1,1,0,0,81.0,2,2017,1,2017-01-23,2.41
40723,885000.0,1928.0,935000.0,90034,Single Family Residence,2.0,2.0,34.036722,-118.38597,1317.0,1.0,4590.0,2017-03-13,1,1,0,0,0,1,1,1,1,1,1,0,0,1,92.0,3,2017,0,2017-02-11,2.296688541140846
40724,735000.0,1996.0,739000.0,90034,Condominium,2.0,3.0,34.025542,-118.415126,1400.0,1.0,25255.0,2017-01-25,0,0,1,0,0,1,1,1,1,1,1,1,1,1,24.0,1,2017,1,2016-12-26,1.77
40725,1600000.0,1941.0,1795000.0,90034,Single Family Residence,4.0,3.0,34.044185,-118.385203,2354.0,2.0,7988.0,2017-05-23,1,1,0,0,0,1,1,1,1,1,1,0,0,1,79.0,5,2017,0,2017-04-23,2.296688541140846
40729,590000.0,1991.0,579000.0,90034,Townhouse,2.0,3.0,34.024606,-118.413952,1008.0,1.0,4839.0,2016-12-20,0,0,0,0,1,1,1,1,1,1,1,1,0,0,29.0,12,2016,1,2016-11-20,1.7957298013245218
40732,950000.0,1940.0,950000.0,90034,Single Family Residence,3.0,2.0,34.029099,-118.420292,1560.0,1.0,5257.0,2016-12-16,1,1,0,0,0,0,0,0,1,0,1,0,0,0,80.0,12,2016,1,2016-11-16,2.22
40733,2870000.0,1949.0,2795000.0,90034,Single Family Residence,5.0,5.0,34.037737,-118.397085,3460.0,2.0,13636.0,2016-12-29,0,1,0,0,0,1,1,1,1,1,1,1,1,1,71.0,12,2016,1,2016-11-29,2.3
40735,995000.0,1951.0,1150000.0,90034,Single Family Residence,5.0,4.0,34.035564,-118.384394,2421.0,1.0,5807.0,2017-01-17,1,1,0,0,0,1,1,1,1,1,1,1,0,0,69.0,1,2017,1,2016-12-18,2.296688541140846
40736,1400000.0,1949.0,1499000.0,90034,Single Family Residence,3.0,2.0,34.043561,-118.38716399999998,2010.0,1.0,6090.0,2016-12-16,1,1,0,0,0,1,0,1,1,1,1,0,0,0,71.0,12,2016,1,2016-11-16,2.22
40737,639000.0,1994.0,675000.0,90034,Condominium,2.0,3.0,34.027794,-118.403585,1157.0,2.0,14519.0,2016-12-09,0,0,1,0,0,0,1,1,1,0,0,0,0,0,26.0,12,2016,1,2016-11-09,2.07
40739,2150000.0,2016.0,2399000.0,90034,Single Family Residence,5.0,5.0,34.036789,-118.393923,3043.0,2.0,6088.0,2017-01-31,1,1,0,0,0,1,1,1,1,1,1,1,0,0,4.0,1,2017,1,2017-01-01,2.296688541140846
40742,1785000.0,1940.0,1795000.0,90034,Single Family Residence,3.0,3.0,34.023702,-118.422254,2310.0,1.0,5367.0,2016-11-18,0,1,0,0,0,1,0,1,1,1,0,1,0,1,80.0,11,2016,1,2016-10-19,1.76
40744,1500000.0,1949.0,1595000.0,90034,Single Family Residence,3.0,2.0,34.041146999999995,-118.392217,2221.0,1.0,7452.0,2016-12-14,1,1,0,0,0,1,0,1,1,1,1,0,1,0,71.0,12,2016,1,2016-11-14,2.23
40745,832000.0,1927.0,799999.0,90034,Single Family Residence,2.0,1.0,34.0322,-118.385726,928.0,1.0,5375.0,2016-12-15,1,1,0,0,0,1,0,1,1,1,1,1,0,0,93.0,12,2016,1,2016-11-15,2.23
40749,1049000.0,1931.0,1049000.0,90034,Single Family Residence,3.0,2.0,34.038358,-118.38745,1316.0,1.0,4996.0,2017-01-19,1,1,0,0,0,1,1,1,1,1,1,0,0,0,89.0,1,2017,1,2016-12-20,2.57
40751,1334000.0,1941.0,1389000.0,90034,Single Family Residence,4.0,4.0,34.04085,-118.374196,1997.0,1.0,6058.0,2016-12-27,1,1,0,0,0,1,1,1,1,1,1,0,0,0,79.0,12,2016,1,2016-11-27,1.7957298013245218
40752,925000.0,1936.0,995000.0,90034,Single Family Residence,3.0,2.0,34.031195000000004,-118.386689,1702.0,1.0,5402.0,2016-12-28,1,1,0,0,0,1,0,1,1,1,1,0,0,0,84.0,12,2016,1,2016-11-28,2.32
40754,2375000.0,2016.0,2299000.0,90034,Single Family Residence,4.0,5.0,34.023229,-118.421497,3250.0,2.0,5429.0,2016-12-28,1,1,0,0,0,1,1,1,1,1,1,0,0,1,4.0,12,2016,1,2016-11-28,2.32
40755,1000000.0,1947.0,950000.0,90034,Single Family Residence,2.0,1.0,34.024103000000004,-118.420878,1006.0,1.0,6145.0,2016-11-15,1,1,0,0,0,0,0,0,1,0,1,0,0,0,73.0,11,2016,1,2016-10-16,1.7957298013245218
40756,1005000.0,2012.0,1080000.0,90034,Single Family Residence,4.0,3.0,34.017897,-118.422414,2638.0,1.0,3669.0,2016-11-20,1,1,0,0,0,1,1,1,1,1,1,1,0,1,8.0,11,2016,1,2016-10-21,1.74
40757,1045000.0,1947.0,1400000.0,90034,Single Family Residence,3.0,3.0,34.016009999999994,-118.418032,1593.0,1.0,7559.0,2017-02-28,1,1,0,0,0,1,0,1,1,1,1,0,0,0,73.0,2,2017,1,2017-01-29,2.296688541140846
40760,950000.0,1940.0,850000.0,90034,Single Family Residence,2.0,2.0,34.029585,-118.419155,1572.0,1.0,6346.0,2016-12-01,1,1,0,0,0,0,0,0,1,0,1,0,0,0,80.0,12,2016,1,2016-11-01,1.83
40761,1587500.0,1938.0,1585000.0,90034,Single Family Residence,4.0,3.0,34.03618,-118.396196,2827.0,2.0,5237.0,2016-11-29,1,1,0,0,0,1,1,1,1,1,1,1,0,0,82.0,11,2016,1,2016-10-30,1.7957298013245218
40762,1795000.0,2016.0,1795000.0,90034,Single Family Residence,5.0,4.0,34.038984,-118.389131,2430.0,2.0,4859.0,2016-11-30,1,1,0,0,0,1,1,1,1,1,1,0,0,0,4.0,11,2016,1,2016-10-31,1.84
40763,810000.0,1996.0,799000.0,90034,Townhouse,2.0,2.0,34.025542,-118.415126,1626.0,1.0,25255.0,2016-12-02,0,0,0,0,1,1,1,1,1,1,0,1,1,1,24.0,12,2016,1,2016-11-02,1.81
40765,769000.0,2002.0,789000.0,90034,Townhouse,3.0,3.0,34.02789,-118.404081,1625.0,3.0,10384.0,2017-01-30,0,0,0,0,1,1,1,0,1,1,0,0,0,1,18.0,1,2017,1,2016-12-31,2.296688541140846
40766,1240000.0,1926.0,1400000.0,90034,Single Family Residence,3.0,3.0,34.022093,-118.411603,2312.0,1.0,4800.0,2017-05-11,1,1,0,0,0,1,0,1,1,1,1,1,0,1,94.0,5,2017,0,2017-04-11,2.32
40767,1010000.0,1948.0,968000.0,90034,Single Family Residence,3.0,2.0,34.028863,-118.423451,1338.0,1.0,7579.0,2016-11-18,1,1,0,0,0,1,0,1,0,1,1,0,0,0,72.0,11,2016,1,2016-10-19,1.76
40768,913000.0,1939.0,924500.0,90034,Single Family Residence,2.0,1.0,34.019417,-118.416548,1059.0,1.0,5939.0,2016-11-03,1,1,0,0,0,1,0,1,1,1,1,0,0,0,81.0,11,2016,1,2016-10-04,1.69
40769,641000.0,1988.0,599000.0,90034,Condominium,2.0,2.0,34.024066,-118.409402,1074.0,1.0,9505.0,2016-11-16,0,0,1,0,0,1,1,1,1,1,1,0,0,1,32.0,11,2016,1,2016-10-17,1.77
40770,1387000.0,1951.0,1349000.0,90034,Single Family Residence,3.0,2.0,34.025087,-118.424435,1965.0,1.0,6981.0,2016-11-15,1,1,0,0,0,1,0,1,1,1,1,1,0,0,69.0,11,2016,1,2016-10-16,1.7957298013245218
40772,835000.0,1927.0,849000.0,90034,Single Family Residence,3.0,2.0,34.037102000000004,-118.38243500000002,1504.0,1.0,7020.0,2016-11-23,1,1,0,0,0,1,1,1,1,1,1,1,0,0,93.0,11,2016,1,2016-10-24,1.77
40773,1385000.0,1941.0,1535000.0,90034,Single Family Residence,4.0,2.0,34.020409,-118.421408,2210.0,2.0,6362.0,2017-03-23,1,1,0,0,0,1,1,1,1,1,1,1,0,1,79.0,3,2017,0,2017-02-21,2.43
40775,1550000.0,1939.0,1499000.0,90034,Single Family Residence,3.0,3.0,34.021249,-118.415598,2464.0,1.0,6026.0,2016-11-01,1,1,0,0,0,1,0,1,1,1,1,1,0,0,81.0,11,2016,1,2016-10-02,1.7957298013245218
40776,875000.0,1927.0,839000.0,90034,Single Family Residence,2.0,1.0,34.039711,-118.390251,992.0,1.0,4861.0,2016-11-04,1,1,0,0,0,0,0,1,1,1,0,0,0,0,93.0,11,2016,1,2016-10-05,1.72
40777,819000.0,2002.0,829000.0,90034,Townhouse,3.0,3.0,34.02789,-118.404081,1827.0,3.0,10384.0,2016-11-15,0,0,0,0,1,1,1,1,1,1,1,1,0,1,18.0,11,2016,1,2016-10-16,1.7957298013245218
40778,1382000.0,1947.0,1399000.0,90034,Single Family Residence,3.0,3.0,34.035274,-118.396881,1820.0,1.0,5000.0,2016-11-04,0,1,0,0,0,1,1,1,1,1,1,0,0,1,73.0,11,2016,1,2016-10-05,1.72
40779,1210000.0,1948.0,1199000.0,90034,Single Family Residence,3.0,2.0,34.038237,-118.394522,1813.0,1.0,6249.0,2016-10-19,1,1,0,0,0,1,1,1,1,1,1,0,0,0,72.0,10,2016,1,2016-09-19,1.7
